,Season,Daynum,Wloc,Numot,Larger_id_win,Bteam,Steam,Bscore,Sscore,B_or_for,B_dr_for,B_ast_for,B_to_for,B_stl_for,B_blk_for,B_pf_for,B_or_against,B_dr_against,B_ast_against,B_to_against,B_stl_against,B_blk_against,B_pf_against,B_Game_cnt,B_Points_againt,B_Points_for,B_Win_count,S_or_for,S_dr_for,S_ast_for,S_to_for,S_stl_for,S_blk_for,S_pf_for,S_or_against,S_dr_against,S_ast_against,S_to_against,S_stl_against,S_blk_against,S_pf_against,S_Game_cnt,S_Points_againt,S_Points_for,S_Win_count,R_or_for,R_dr_for,R_ast_for,R_to_for,R_stl_for,R_blk_for,R_pf_for,R_or_against,R_dr_against,R_ast_against,R_to_against,R_stl_against,R_blk_against,R_pf_against,R_Game_cnt,R_Points_againt,R_Points_for,R_Win_count,Bseed,Team_x,Sseed,Team_y
16,1985,144,N,0,True,1314,1120,62,56,,,,,,,,,,,,,,,31,2080,2317,23.0,,,,,,,,,,,,,,,29,1933,2040,18.0,,,,,,,,,,,,,,,1.0689655172413792,1.0760475944128298,1.1357843137254902,1.2777777777777777,Z02,1314,Z11,1120
17,1985,138,N,0,False,1242,1120,64,66,,,,,,,,,,,,,,,30,2112,2281,23.0,,,,,,,,,,,,,,,29,1933,2040,18.0,,,,,,,,,,,,,,,1.0344827586206897,1.0926021727884119,1.1181372549019608,1.2777777777777777,Z03,1242,Z11,1120
18,1985,136,N,0,True,1314,1292,76,57,,,,,,,,,,,,,,,31,2080,2317,23.0,,,,,,,,,,,,,,,26,1745,1748,13.0,,,,,,,,,,,,,,,1.1923076923076923,1.191977077363897,1.3255148741418765,1.7692307692307692,Z02,1314,Z15,1292
19,1985,136,N,0,True,1260,1233,59,58,,,,,,,,,,,,,,,30,2372,2575,25.0,,,,,,,,,,,,,,,29,1946,2159,25.0,,,,,,,,,,,,,,,1.0344827586206897,1.2189105858170606,1.1926817971283001,1.0,W04,1260,W13,1233
20,1985,152,N,0,True,1437,1272,52,45,,,,,,,,,,,,,,,29,1937,2073,19.0,,,,,,,,,,,,,,,29,1876,2179,26.0,,,,,,,,,,,,,,,1.0,1.0325159914712154,0.9513538320330427,0.7307692307692307,Z08,1437,Y02,1272
21,1985,145,N,0,False,1328,1272,61,63,,,,,,,,,,,,,,,30,2296,2695,25.0,,,,,,,,,,,,,,,29,1876,2179,26.0,,,,,,,,,,,,,,,1.0344827586206897,1.2238805970149254,1.2368058742542452,0.9615384615384616,Y01,1328,Y02,1272
22,1985,137,N,0,False,1335,1272,55,67,,,,,,,,,,,,,,,26,1749,1777,13.0,,,,,,,,,,,,,,,29,1876,2179,26.0,,,,,,,,,,,,,,,0.896551724137931,0.9323027718550106,0.8155117026158788,0.5,Y15,1335,Y02,1272
23,1985,139,N,1,False,1412,1272,66,67,,,,,,,,,,,,,,,30,1851,1981,22.0,,,,,,,,,,,,,,,29,1876,2179,26.0,,,,,,,,,,,,,,,1.0344827586206897,0.9866737739872068,0.9091326296466269,0.8461538461538461,Y07,1412,Y02,1272
24,1985,144,N,0,True,1437,1268,46,43,,,,,,,,,,,,,,,29,1937,2073,19.0,,,,,,,,,,,,,,,33,2179,2372,22.0,,,,,,,,,,,,,,,0.8787878787878788,0.8889398806792106,0.8739460370994941,0.8636363636363636,Z08,1437,Z05,1268
25,1985,137,N,1,False,1275,1268,68,69,,,,,,,,,,,,,,,28,1916,2040,18.0,,,,,,,,,,,,,,,33,2179,2372,22.0,,,,,,,,,,,,,,,0.8484848484848485,0.8793024323083983,0.8600337268128162,0.8181818181818182,Z12,1275,Z05,1268
26,1985,139,N,0,False,1298,1268,59,64,,,,,,,,,,,,,,,28,1885,2190,23.0,,,,,,,,,,,,,,,33,2179,2372,22.0,,,,,,,,,,,,,,,0.8484848484848485,0.8650757228086278,0.9232715008431703,1.0454545454545454,Z13,1298,Z05,1268
27,1985,137,N,0,True,1437,1173,51,49,,,,,,,,,,,,,,,29,1937,2073,19.0,,,,,,,,,,,,,,,28,1809,1947,19.0,,,,,,,,,,,,,,,1.0357142857142858,1.0707573244886677,1.0647149460708782,1.0,Z08,1437,Z09,1173
28,1985,139,N,0,True,1437,1276,59,55,,,,,,,,,,,,,,,29,1937,2073,19.0,,,,,,,,,,,,,,,28,1935,2233,25.0,,,,,,,,,,,,,,,1.0357142857142858,1.001033591731266,0.9283475145544111,0.76,Z08,1437,Z01,1276
29,1985,146,N,0,True,1437,1314,56,44,,,,,,,,,,,,,,,29,1937,2073,19.0,,,,,,,,,,,,,,,31,2080,2317,23.0,,,,,,,,,,,,,,,0.9354838709677419,0.93125,0.8946914113077256,0.8260869565217391,Z08,1437,Z02,1314
30,1985,138,N,0,False,1323,1314,58,60,,,,,,,,,,,,,,,28,1744,1956,20.0,,,,,,,,,,,,,,,31,2080,2317,23.0,,,,,,,,,,,,,,,0.9032258064516129,0.8384615384615385,0.8441950798446267,0.8695652173913043,Z07,1323,Z02,1314
31,1985,136,N,0,False,1425,1229,55,58,,,,,,,,,,,,,,,28,1809,1915,19.0,,,,,,,,,,,,,,,27,1772,1933,20.0,,,,,,,,,,,,,,,1.037037037037037,1.0208803611738149,0.9906880496637351,0.95,Y08,1425,Y09,1229
32,1985,138,N,0,True,1328,1229,75,69,,,,,,,,,,,,,,,30,2296,2695,25.0,,,,,,,,,,,,,,,27,1772,1933,20.0,,,,,,,,,,,,,,,1.1111111111111112,1.2957110609480813,1.3942058975685463,1.25,Y01,1328,Y09,1229
33,1985,143,N,1,True,1328,1256,86,84,,,,,,,,,,,,,,,30,2296,2695,25.0,,,,,,,,,,,,,,,28,1815,2170,26.0,,,,,,,,,,,,,,,1.0714285714285714,1.2650137741046832,1.2419354838709677,0.9615384615384616,Y01,1328,Y05,1256
34,1985,136,N,0,False,1338,1256,54,78,,,,,,,,,,,,,,,26,1759,1826,15.0,,,,,,,,,,,,,,,28,1815,2170,26.0,,,,,,,,,,,,,,,0.9285714285714286,0.9691460055096419,0.8414746543778802,0.5769230769230769,Y12,1338,Y05,1256
35,1985,138,N,0,False,1326,1256,67,79,,,,,,,,,,,,,,,28,2047,2178,19.0,,,,,,,,,,,,,,,28,1815,2170,26.0,,,,,,,,,,,,,,,1.0,1.127823691460055,1.0036866359447005,0.7307692307692307,Y04,1326,Y05,1256
36,1985,136,N,0,True,1328,1299,96,83,,,,,,,,,,,,,,,30,2296,2695,25.0,,,,,,,,,,,,,,,24,1619,1703,16.0,,,,,,,,,,,,,,,1.25,1.4181593576281655,1.5825014679976512,1.5625,Y01,1328,Y16,1299
37,1985,136,N,0,False,1325,1242,38,49,,,,,,,,,,,,,,,27,1701,1824,20.0,,,,,,,,,,,,,,,30,2112,2281,23.0,,,,,,,,,,,,,,,0.9,0.8053977272727273,0.7996492766330556,0.8695652173913043,Z14,1325,Z03,1242
38,1985,136,N,0,True,1424,1361,85,80,,,,,,,,,,,,,,,30,2177,2480,27.0,,,,,,,,,,,,,,,30,2165,2423,23.0,,,,,,,,,,,,,,,1.0,1.00554272517321,1.0235245563351218,1.173913043478261,X04,1424,X13,1361
39,1985,136,N,0,True,1326,1235,75,64,,,,,,,,,,,,,,,28,2047,2178,19.0,,,,,,,,,,,,,,,29,1977,2086,17.0,,,,,,,,,,,,,,,0.9655172413793104,1.035407182599899,1.0441035474592522,1.1176470588235294,Y04,1326,Y13,1235
40,1985,136,N,0,False,1333,1323,70,79,,,,,,,,,,,,,,,29,1660,1795,21.0,,,,,,,,,,,,,,,28,1744,1956,20.0,,,,,,,,,,,,,,,1.0357142857142858,0.9518348623853211,0.9176891615541922,1.05,Z10,1333,Z07,1323
41,1985,137,N,0,True,1412,1277,70,68,,,,,,,,,,,,,,,30,1851,1981,22.0,,,,,,,,,,,,,,,28,1851,2027,19.0,,,,,,,,,,,,,,,1.0714285714285714,1.0,0.9773063640848545,1.1578947368421053,Y07,1412,Y10,1277
42,1985,136,N,0,True,1374,1330,85,68,,,,,,,,,,,,,,,30,2019,2279,22.0,,,,,,,,,,,,,,,29,2069,2126,18.0,,,,,,,,,,,,,,,1.0344827586206897,0.9758337361043983,1.0719661335841957,1.2222222222222223,W05,1374,W12,1330
43,1985,138,N,0,False,1374,1260,57,70,,,,,,,,,,,,,,,30,2019,2279,22.0,,,,,,,,,,,,,,,30,2372,2575,25.0,,,,,,,,,,,,,,,1.0,0.8511804384485666,0.8850485436893204,0.88,W05,1374,W04,1260
44,1985,137,N,0,True,1431,1409,79,75,,,,,,,,,,,,,,,29,1916,2134,20.0,,,,,,,,,,,,,,,29,2098,2327,22.0,,,,,,,,,,,,,,,1.0,0.9132507149666349,0.9170605930382467,0.9090909090909091,X11,1431,X06,1409
45,1985,136,N,0,False,1439,1396,57,60,,,,,,,,,,,,,,,27,1868,2191,19.0,,,,,,,,,,,,,,,29,1672,1903,24.0,,,,,,,,,,,,,,,0.9310344827586207,1.1172248803827751,1.1513399894902785,0.7916666666666666,W09,1439,W08,1396
46,1985,137,N,0,False,1112,1104,41,50,,,,,,,,,,,,,,,27,1602,1796,18.0,,,,,,,,,,,,,,,30,1821,2055,21.0,,,,,,,,,,,,,,,0.9,0.8797364085667215,0.8739659367396594,0.8571428571428571,X10,1112,X07,1104
47,1985,139,N,0,False,1433,1104,59,63,,,,,,,,,,,,,,,30,1877,2173,25.0,,,,,,,,,,,,,,,30,1821,2055,21.0,,,,,,,,,,,,,,,1.0,1.0307523338824822,1.0574209245742092,1.1904761904761905,X02,1433,X07,1104
48,1985,144,N,0,True,1301,1104,61,55,,,,,,,,,,,,,,,29,1893,2146,20.0,,,,,,,,,,,,,,,30,1821,2055,21.0,,,,,,,,,,,,,,,0.9666666666666667,1.0395387149917628,1.0442822384428223,0.9523809523809523,X03,1301,X07,1104
49,1985,137,N,0,True,1433,1267,81,65,,,,,,,,,,,,,,,30,1877,2173,25.0,,,,,,,,,,,,,,,31,2138,2295,19.0,,,,,,,,,,,,,,,0.967741935483871,0.8779232927970065,0.9468409586056645,1.3157894736842106,X02,1433,X15,1267
50,1985,137,N,0,False,1403,1130,53,55,,,,,,,,,,,,,,,29,1825,2004,22.0,,,,,,,,,,,,,,,26,1810,1947,16.0,,,,,,,,,,,,,,,1.1153846153846154,1.0082872928176796,1.029275808936826,1.375,Y06,1403,Y11,1130
51,1985,139,N,0,False,1181,1130,73,74,,,,,,,,,,,,,,,29,1969,2298,22.0,,,,,,,,,,,,,,,26,1810,1947,16.0,,,,,,,,,,,,,,,1.1153846153846154,1.0878453038674034,1.1802773497688752,1.375,Y03,1181,Y11,1130
52,1985,143,N,0,True,1272,1130,59,57,,,,,,,,,,,,,,,29,1876,2179,26.0,,,,,,,,,,,,,,,26,1810,1947,16.0,,,,,,,,,,,,,,,1.1153846153846154,1.03646408839779,1.1191576784797124,1.625,Y02,1272,Y11,1130
53,1985,137,N,0,False,1337,1181,62,75,,,,,,,,,,,,,,,27,1897,2043,20.0,,,,,,,,,,,,,,,29,1969,2298,22.0,,,,,,,,,,,,,,,0.9310344827586207,0.9634332148298629,0.8890339425587467,0.9090909090909091,Y14,1337,Y03,1181
54,1985,137,N,0,False,1455,1208,59,67,,,,,,,,,,,,,,,29,2084,2236,17.0,,,,,,,,,,,,,,,27,1841,2095,19.0,,,,,,,,,,,,,,,1.0740740740740742,1.1319934818033677,1.0673031026252984,0.8947368421052632,W11,1455,W06,1208
55,1985,139,N,0,True,1228,1208,74,58,,,,,,,,,,,,,,,31,1778,2115,23.0,,,,,,,,,,,,,,,27,1841,2095,19.0,,,,,,,,,,,,,,,1.1481481481481481,0.9657794676806084,1.009546539379475,1.2105263157894737,W03,1228,W06,1208
56,1985,143,N,0,False,1228,1210,53,61,,,,,,,,,,,,,,,31,1778,2115,23.0,,,,,,,,,,,,,,,31,1908,2198,24.0,,,,,,,,,,,,,,,1.0,0.9318658280922432,0.9622383985441311,0.9583333333333334,W03,1228,W02,1210
57,1985,137,N,0,False,1273,1210,58,65,,,,,,,,,,,,,,,28,1989,2213,20.0,,,,,,,,,,,,,,,31,1908,2198,24.0,,,,,,,,,,,,,,,0.9032258064516129,1.0424528301886793,1.0068243858052774,0.8333333333333334,W15,1273,W02,1210
58,1985,139,N,0,False,1393,1210,53,70,,,,,,,,,,,,,,,29,1969,2140,21.0,,,,,,,,,,,,,,,31,1908,2198,24.0,,,,,,,,,,,,,,,0.9354838709677419,1.0319706498951782,0.9736123748862603,0.875,W07,1393,W02,1210
59,1985,137,N,0,True,1393,1177,70,65,,,,,,,,,,,,,,,29,1969,2140,21.0,,,,,,,,,,,,,,,27,1728,1935,18.0,,,,,,,,,,,,,,,1.0740740740740742,1.1394675925925926,1.1059431524547803,1.1666666666666667,W07,1393,W10,1177
60,1985,137,N,0,False,1318,1228,57,76,,,,,,,,,,,,,,,28,1941,2159,20.0,,,,,,,,,,,,,,,31,1778,2115,23.0,,,,,,,,,,,,,,,0.9032258064516129,1.0916760404949382,1.0208037825059102,0.8695652173913043,W14,1318,W03,1228
61,1985,137,N,0,True,1298,1261,78,55,,,,,,,,,,,,,,,28,1885,2190,23.0,,,,,,,,,,,,,,,28,1935,2074,19.0,,,,,,,,,,,,,,,1.0,0.9741602067183462,1.055930568948891,1.2105263157894737,Z13,1298,Z04,1261
62,1985,137,N,0,True,1276,1192,59,55,,,,,,,,,,,,,,,28,1935,2233,25.0,,,,,,,,,,,,,,,28,1812,1901,19.0,,,,,,,,,,,,,,,1.0,1.0678807947019868,1.1746449237243557,1.3157894736842106,Z01,1276,Z16,1192
63,1986,136,N,0,False,1431,1133,65,83,,,,,,,,,,,,,,,32,1903,2162,27.0,,,,,,,,,,,,,,,32,2033,2279,30.0,,,,,,,,,,,,,,,1.0,0.9360550909985244,0.9486616937253182,0.9,Z10,1431,Z07,1133
64,1986,138,N,0,True,1257,1133,82,68,,,,,,,,,,,,,,,33,2252,2580,26.0,,,,,,,,,,,,,,,32,2033,2279,30.0,,,,,,,,,,,,,,,1.03125,1.1077225774717168,1.1320754716981132,0.8666666666666667,Z02,1257,Z07,1133
65,1986,154,N,0,True,1257,1181,72,69,,,,,,,,,,,,,,,33,2252,2580,26.0,,,,,,,,,,,,,,,34,2292,2732,32.0,,,,,,,,,,,,,,,0.9705882352941176,0.9825479930191972,0.9443631039531479,0.8125,Z02,1257,W01,1181
66,1986,136,N,0,False,1290,1181,78,85,,,,,,,,,,,,,,,26,1753,1888,18.0,,,,,,,,,,,,,,,34,2292,2732,32.0,,,,,,,,,,,,,,,0.7647058823529411,0.7648342059336823,0.6910688140556369,0.5625,W16,1290,W01,1181
67,1986,138,N,0,False,1330,1181,61,89,,,,,,,,,,,,,,,27,1648,1790,20.0,,,,,,,,,,,,,,,34,2292,2732,32.0,,,,,,,,,,,,,,,0.7941176470588235,0.7190226876090751,0.6551976573938506,0.625,W08,1330,W01,1181
68,1986,146,N,0,False,1298,1181,50,71,,,,,,,,,,,,,,,29,1815,2207,25.0,,,,,,,,,,,,,,,34,2292,2732,32.0,,,,,,,,,,,,,,,0.8529411764705882,0.7918848167539267,0.8078330893118595,0.78125,W07,1298,W01,1181
69,1986,152,N,0,False,1242,1181,67,71,,,,,,,,,,,,,,,33,2252,2676,30.0,,,,,,,,,,,,,,,34,2292,2732,32.0,,,,,,,,,,,,,,,0.9705882352941176,0.9825479930191972,0.9795021961932651,0.9375,X01,1242,W01,1181
70,1986,136,N,0,True,1257,1180,93,73,,,,,,,,,,,,,,,33,2252,2580,26.0,,,,,,,,,,,,,,,26,1900,1950,16.0,,,,,,,,,,,,,,,1.2692307692307692,1.1852631578947368,1.323076923076923,1.625,Z02,1257,Z15,1180
71,1986,145,N,0,True,1257,1120,84,76,,,,,,,,,,,,,,,33,2252,2580,26.0,,,,,,,,,,,,,,,27,1797,1934,17.0,,,,,,,,,,,,,,,1.2222222222222223,1.2531997774067891,1.3340227507755946,1.5294117647058822,Z02,1257,Z08,1120
72,1986,139,N,0,False,1385,1120,65,81,,,,,,,,,,,,,,,34,2227,2628,30.0,,,,,,,,,,,,,,,27,1797,1934,17.0,,,,,,,,,,,,,,,1.2592592592592593,1.2392877017250974,1.358841778697001,1.7647058823529411,Z01,1385,Z08,1120
73,1986,143,N,0,False,1424,1120,63,70,,,,,,,,,,,,,,,35,2405,2780,31.0,,,,,,,,,,,,,,,27,1797,1934,17.0,,,,,,,,,,,,,,,1.2962962962962963,1.3383416805787423,1.437435367114788,1.8235294117647058,Z04,1424,Z08,1120
74,1986,136,N,0,False,1438,1177,68,72,,,,,,,,,,,,,,,29,1876,2043,19.0,,,,,,,,,,,,,,,28,1838,1940,16.0,,,,,,,,,,,,,,,1.0357142857142858,1.0206746463547334,1.0530927835051547,1.1875,W05,1438,W12,1177
75,1986,138,N,0,False,1328,1177,69,74,,,,,,,,,,,,,,,30,2301,2601,22.0,,,,,,,,,,,,,,,28,1838,1940,16.0,,,,,,,,,,,,,,,1.0714285714285714,1.251904243743199,1.340721649484536,1.375,W04,1328,W12,1177
76,1986,144,N,0,True,1181,1177,74,67,,,,,,,,,,,,,,,34,2292,2732,32.0,,,,,,,,,,,,,,,28,1838,1940,16.0,,,,,,,,,,,,,,,1.2142857142857142,1.2470076169749729,1.4082474226804125,2.0,W01,1181,W12,1177
77,1986,136,N,0,True,1328,1318,80,74,,,,,,,,,,,,,,,30,2301,2601,22.0,,,,,,,,,,,,,,,29,1880,2154,25.0,,,,,,,,,,,,,,,1.0344827586206897,1.223936170212766,1.2075208913649025,0.88,W04,1328,W13,1318
78,1986,144,N,0,True,1298,1156,71,70,,,,,,,,,,,,,,,29,1815,2207,25.0,,,,,,,,,,,,,,,27,1908,2385,24.0,,,,,,,,,,,,,,,1.0740740740740742,0.9512578616352201,0.9253668763102726,1.0416666666666667,W07,1298,W14,1156
79,1986,137,N,0,False,1231,1156,79,83,,,,,,,,,,,,,,,28,1919,2134,21.0,,,,,,,,,,,,,,,27,1908,2385,24.0,,,,,,,,,,,,,,,1.037037037037037,1.0057651991614256,0.8947589098532495,0.875,W03,1231,W14,1156
80,1986,139,N,0,False,1386,1156,69,75,,,,,,,,,,,,,,,30,1873,2091,25.0,,,,,,,,,,,,,,,27,1908,2385,24.0,,,,,,,,,,,,,,,1.1111111111111112,0.9816561844863732,0.8767295597484277,1.0416666666666667,W06,1386,W14,1156
81,1986,136,N,0,False,1403,1207,64,70,,,,,,,,,,,,,,,29,1831,1799,16.0,,,,,,,,,,,,,,,27,1770,2087,20.0,,,,,,,,,,,,,,,1.0740740740740742,1.0344632768361581,0.8620028749401054,0.8,X13,1403,X04,1207
82,1986,138,N,0,True,1277,1207,80,68,,,,,,,,,,,,,,,28,1976,2338,21.0,,,,,,,,,,,,,,,27,1770,2087,20.0,,,,,,,,,,,,,,,1.037037037037037,1.1163841807909605,1.120268327743172,1.05,X05,1277,X04,1207
83,1986,144,N,1,False,1277,1242,86,96,,,,,,,,,,,,,,,28,1976,2338,21.0,,,,,,,,,,,,,,,33,2252,2676,30.0,,,,,,,,,,,,,,,0.8484848484848485,0.8774422735346359,0.8736920777279522,0.7,X05,1277,X01,1242
84,1986,136,N,0,False,1299,1242,46,71,,,,,,,,,,,,,,,25,1431,1584,18.0,,,,,,,,,,,,,,,33,2252,2676,30.0,,,,,,,,,,,,,,,0.7575757575757576,0.6354351687388987,0.5919282511210763,0.6,X16,1299,X01,1242
85,1986,138,N,0,False,1396,1242,43,65,,,,,,,,,,,,,,,29,1682,1992,24.0,,,,,,,,,,,,,,,33,2252,2676,30.0,,,,,,,,,,,,,,,0.8787878787878788,0.7468916518650088,0.7443946188340808,0.8,X09,1396,X01,1242
86,1986,146,N,0,False,1301,1242,67,75,,,,,,,,,,,,,,,28,1769,1966,16.0,,,,,,,,,,,,,,,33,2252,2676,30.0,,,,,,,,,,,,,,,0.8484848484848485,0.7855239786856127,0.7346786248131539,0.5333333333333333,X06,1301,X01,1242
87,1986,136,N,0,False,1265,1210,53,68,,,,,,,,,,,,,,,28,1806,1874,17.0,,,,,,,,,,,,,,,30,1918,2236,24.0,,,,,,,,,,,,,,,0.9333333333333333,0.9416058394160584,0.8381037567084079,0.7083333333333334,Y15,1265,Y02,1210
88,1986,138,N,0,False,1437,1210,61,66,,,,,,,,,,,,,,,34,2271,2378,21.0,,,,,,,,,,,,,,,30,1918,2236,24.0,,,,,,,,,,,,,,,1.1333333333333333,1.1840458811261731,1.0635062611806798,0.875,Y10,1437,Y02,1210
89,1986,143,N,0,True,1261,1210,70,64,,,,,,,,,,,,,,,29,2013,2157,18.0,,,,,,,,,,,,,,,30,1918,2236,24.0,,,,,,,,,,,,,,,0.9666666666666667,1.0495307612095934,0.9646690518783542,0.75,Y11,1261,Y02,1210
90,1986,145,N,0,True,1261,1246,59,57,,,,,,,,,,,,,,,29,2013,2157,18.0,,,,,,,,,,,,,,,31,1912,2308,28.0,,,,,,,,,,,,,,,0.9354838709677419,1.0528242677824269,0.9345753899480069,0.6428571428571429,Y11,1261,Y01,1246
91,1986,139,N,0,False,1443,1246,64,71,,,,,,,,,,,,,,,27,1670,1835,20.0,,,,,,,,,,,,,,,31,1912,2308,28.0,,,,,,,,,,,,,,,0.8709677419354839,0.8734309623430963,0.7950606585788561,0.7142857142857143,Y08,1443,Y01,1246
92,1986,152,N,0,False,1261,1257,77,88,,,,,,,,,,,,,,,29,2013,2157,18.0,,,,,,,,,,,,,,,33,2252,2580,26.0,,,,,,,,,,,,,,,0.8787878787878788,0.8938721136767318,0.836046511627907,0.6923076923076923,Y11,1261,Z02,1257
93,1986,143,N,0,False,1314,1257,79,94,,,,,,,,,,,,,,,31,2121,2705,26.0,,,,,,,,,,,,,,,33,2252,2580,26.0,,,,,,,,,,,,,,,0.9393939393939394,0.9418294849023091,1.0484496124031009,1.0,Z03,1314,Z02,1257
94,1986,136,N,1,True,1396,1239,61,50,,,,,,,,,,,,,,,29,1682,1992,24.0,,,,,,,,,,,,,,,28,1738,1880,19.0,,,,,,,,,,,,,,,1.0357142857142858,0.9677790563866513,1.0595744680851065,1.263157894736842,X09,1396,X08,1239
95,1986,139,N,1,True,1301,1114,80,66,,,,,,,,,,,,,,,28,1769,1966,16.0,,,,,,,,,,,,,,,30,2190,2398,21.0,,,,,,,,,,,,,,,0.9333333333333333,0.8077625570776256,0.8198498748957465,0.7619047619047619,X06,1301,X14,1114
96,1986,137,N,0,False,1323,1114,83,90,,,,,,,,,,,,,,,27,1740,2125,22.0,,,,,,,,,,,,,,,30,2190,2398,21.0,,,,,,,,,,,,,,,0.9,0.7945205479452054,0.8861551292743953,1.0476190476190477,X03,1323,X14,1114
